"filename", "language", "SCSS", "HTML", "CSS", "JSON", "Batch", "PostgreSQL", "Markdown", "TypeScript", "JavaScript", "Stylus", "Vue", "XML", "Log", "Shell Script", "comment", "blank", "total"
"c:\repos\hug-moms\src\app\site-overview\site-overview.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\site-overview\site-overview.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\repos\hug-moms\src\app\sites\sites.entity.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 3, 47
"c:\repos\hug-moms\src\app\sites\sites.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 1, 20, 115
"c:\repos\hug-moms\src\app\test-map\test-map.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\test-map\test-map.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\test-map\test-map.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 16, 29
"c:\repos\hug-moms\src\app\token-replacer\token-replacer.component.html", "HTML", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\repos\hug-moms\src\app\token-replacer\token-replacer.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\token-replacer\token-replacer.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\repos\hug-moms\src\app\translate.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 994, 0, 0, 0, 0, 0, 0, 2, 32, 1028
"c:\repos\hug-moms\src\app\update-comment\update-comment.component.html", "HTML", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 62
"c:\repos\hug-moms\src\app\update-comment\update-comment.component.scss", "SCSS", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\repos\hug-moms\src\app\update-comment\update-comment.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 12, 97
"c:\repos\hug-moms\src\app\update-family-dialog\update-family-dialog.component.html", "HTML", 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 218
"c:\repos\hug-moms\src\app\update-family-dialog\update-family-dialog.component.scss", "SCSS", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"c:\repos\hug-moms\src\app\update-family-dialog\update-family-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 347, 0, 0, 0, 0, 0, 0, 0, 42, 389
"c:\repos\hug-moms\src\app\update-group-dialog\update-group-dialog.component.html", "HTML", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 34
"c:\repos\hug-moms\src\app\update-group-dialog\update-group-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\update-group-dialog\update-group-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 15, 65
"c:\repos\hug-moms\src\app\users\login\login.component.html", "HTML", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 57
"c:\repos\hug-moms\src\app\users\login\login.component.scss", "SCSS", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\repos\hug-moms\src\app\users\login\login.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 30, 212
"c:\repos\hug-moms\src\app\users\update-info\update-info.component.html", "HTML", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 17
"c:\repos\hug-moms\src\app\users\update-info\update-info.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\users\update-info\update-info.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 2, 22, 93
"c:\repos\hug-moms\src\app\volunteer-cross-assign\volunteer-cross-assign.component.html", "HTML", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 93
"c:\repos\hug-moms\src\app\volunteer-cross-assign\volunteer-cross-assign.component.scss", "SCSS", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\repos\hug-moms\src\app\volunteer-cross-assign\volunteer-cross-assign.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 28, 167
"c:\repos\hug-moms\src\app\weekly-report-mlt\weekly-report-mlt.component.html", "HTML", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 68
"c:\repos\hug-moms\src\app\weekly-report-mlt\weekly-report-mlt.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\weekly-report-mlt\weekly-report-mlt.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 44, 213
"c:\repos\hug-moms\src\assets\Google_Maps_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 34
"c:\repos\hug-moms\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 7
"c:\repos\hug-moms\src\environments\environment.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 11, 5, 19
"c:\repos\hug-moms\src\index.html", "HTML", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 71
"c:\repos\hug-moms\src\index_dev.html", "HTML", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 71
"c:\repos\hug-moms\src\karma.conf.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 2, 1, 31
"c:\repos\hug-moms\src\main.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\repos\hug-moms\src\polyfills.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 55, 8, 64
"c:\repos\hug-moms\src\styles.scss", "SCSS", 337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 39, 410
"c:\repos\hug-moms\src\test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 4, 21
"c:\repos\hug-moms\src\test1.server-test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 321, 0, 0, 0, 0, 0, 0, 0, 47, 368
"c:\repos\hug-moms\src\tsconfig.app.json", "JSON", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 13
"c:\repos\hug-moms\src\tsconfig.server-spec.json", "JSON", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\repos\hug-moms\src\tsconfig.spec.json", "JSON", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\repos\hug-moms\src\tslint.json", "JSON", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\repos\hug-moms\status.bat", "Batch", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\repos\hug-moms\todo.md", "Markdown", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\repos\hug-moms\tsconfig-direct-ref.json", "JSON", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 32
"c:\repos\hug-moms\tsconfig.json", "JSON", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 35
"c:\repos\hug-moms\tsconfig.server-direct-ref.json", "JSON", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 34
"c:\repos\hug-moms\tsconfig.server.json", "JSON", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\repos\hug-moms\tslint.json", "JSON", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 132
"c:\repos\hug-moms\upgrade-db.bat", "Batch", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\repos\hug-moms\usefulscripts.sql", "PostgreSQL", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 18
"Total", "-", 986, 3858, 1, 41382, 87, 14, 1087, 29368, 118, 26, 31, 35, 56, 6, 638, 4870, 82563
